regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Brasil,,,76,,,,2020-10-19,43.0,210147125.0,5250727.0,15383.0,154176.0,271.0,4681659.0,414892.0,
Brasil,,,76,,,,2020-10-20,43.0,210147125.0,5273954.0,23227.0,154837.0,661.0,4721593.0,397524.0,
Brasil,,,76,,,,2020-10-21,43.0,210147125.0,5298772.0,24818.0,155403.0,566.0,4756489.0,386880.0,
Brasil,,,76,,,,2020-10-22,43.0,210147125.0,5323630.0,24858.0,155900.0,497.0,4779295.0,388435.0,
Brasil,,,76,,,,2020-10-23,43.0,210147125.0,5353656.0,30026.0,156471.0,571.0,4797872.0,399313.0,
Brasil,,,76,,,,2020-10-24,43.0,210147125.0,5380635.0,26979.0,156903.0,432.0,4817898.0,405834.0,
Brasil,,,76,,,,2020-10-25,44.0,210147125.0,5394128.0,13493.0,157134.0,231.0,4835915.0,401079.0,
Brasil,,,76,,,,2020-10-26,44.0,210147125.0,5409854.0,15726.0,157397.0,263.0,4865930.0,386527.0,
Brasil,,,76,,,,2020-10-27,44.0,210147125.0,5439641.0,29787.0,157946.0,549.0,4904046.0,377649.0,
Brasil,,,76,,,,2020-10-28,44.0,210147125.0,5468270.0,28629.0,158456.0,510.0,4934548.0,375266.0,
Brasil,,,76,,,,2020-10-29,44.0,210147125.0,5494376.0,26106.0,158969.0,513.0,4954159.0,381248.0,
Brasil,,,76,,,,2020-10-30,44.0,210147125.0,5516658.0,22282.0,159477.0,508.0,4966264.0,390917.0,
Brasil,,,76,,,,2020-10-31,44.0,210147125.0,5535605.0,18947.0,159884.0,407.0,4972898.0,402823.0,
Brasil,,,76,,,,2020-11-01,45.0,210147125.0,5545705.0,10100.0,160074.0,190.0,4980942.0,404689.0,
Brasil,,,76,,,,2020-11-02,45.0,210147125.0,5554206.0,8501.0,160253.0,179.0,4998408.0,395545.0,
Brasil,,,76,,,,2020-11-03,45.0,210147125.0,5566049.0,11843.0,160496.0,243.0,5028216.0,377337.0,
Brasil,,,76,,,,2020-11-04,45.0,210147125.0,5590025.0,23976.0,161106.0,610.0,5064344.0,364575.0,
Brasil,,,76,,,,2020-11-05,45.0,210147125.0,5612319.0,22294.0,161736.0,630.0,5088635.0,361948.0,
Brasil,,,76,,,,2020-11-06,45.0,210147125.0,5633747.0,21428.0,162038.0,302.0,5104195.0,367514.0,
Brasil,,,76,,,,2020-11-07,45.0,210147125.0,5653561.0,19814.0,162269.0,231.0,5119132.0,372160.0,
Brasil,,,76,,,,2020-11-08,46.0,210147125.0,5664115.0,10554.0,162397.0,128.0,5133155.0,368563.0,
Brasil,,,76,,,,2020-11-09,46.0,210147125.0,5675032.0,10917.0,162628.0,231.0,5154005.0,358399.0,
Brasil,,,76,,,,2020-11-10,46.0,210147125.0,5700044.0,25012.0,162829.0,201.0,5189529.0,347686.0,
Brasil,,,76,,,,2020-11-11,46.0,210147125.0,5748375.0,48331.0,163373.0,544.0,5236345.0,348657.0,
Brasil,,,76,,,,2020-11-12,46.0,210147125.0,5781582.0,33207.0,164281.0,908.0,5256767.0,360534.0,
Brasil,,,76,,,,2020-11-13,46.0,210147125.0,5810652.0,29070.0,164737.0,456.0,5267567.0,378348.0,
Brasil,,,76,,,,2020-11-14,46.0,210147125.0,5848959.0,38307.0,165658.0,921.0,5291511.0,391790.0,
Brasil,,,76,,,,2020-11-15,47.0,210147125.0,5863093.0,14134.0,165798.0,140.0,5303114.0,394181.0,
Brasil,,,76,,,,2020-11-16,47.0,210147125.0,5876464.0,13371.0,166014.0,216.0,5322406.0,388044.0,
Brasil,,,76,,,,2020-11-17,47.0,210147125.0,5911758.0,35294.0,166699.0,685.0,5361592.0,383467.0,
Brasil,,,76,,,,2020-11-18,47.0,210147125.0,5945849.0,34091.0,167455.0,756.0,5389863.0,388531.0,
Brasil,,,76,,,,2020-11-19,47.0,210147125.0,5981767.0,35918.0,168061.0,606.0,5407498.0,406208.0,
Brasil,,,76,,,,2020-11-20,47.0,210147125.0,6020164.0,38397.0,168613.0,552.0,5422102.0,429449.0,
Brasil,,,76,,,,2020-11-21,47.0,210147125.0,6052786.0,32622.0,168989.0,376.0,5429158.0,454639.0,
Brasil,,,76,,,,2020-11-22,48.0,210147125.0,6071401.0,18615.0,169183.0,194.0,5432505.0,469713.0,
Brasil,,,76,,,,2020-11-23,48.0,210147125.0,6087608.0,16207.0,169485.0,302.0,5445095.0,473028.0,
Brasil,,,76,,,,2020-11-24,48.0,210147125.0,6118708.0,31100.0,170115.0,630.0,5476018.0,472575.0,
Brasil,,,76,,,,2020-11-25,48.0,210147125.0,6166606.0,47898.0,170769.0,654.0,5512847.0,482990.0,
Brasil,,,76,,,,2020-11-26,48.0,210147125.0,6204220.0,37614.0,171460.0,691.0,5528599.0,504161.0,
Brasil,,,76,,,,2020-11-27,48.0,210147125.0,6238350.0,34130.0,171974.0,514.0,5536524.0,529852.0,
Brasil,,,76,,,,2020-11-28,48.0,210147125.0,6290272.0,51922.0,172561.0,587.0,5562539.0,555172.0,
Brasil,,,76,,,,2020-11-29,49.0,210147125.0,6314740.0,24468.0,172833.0,272.0,5578118.0,563789.0,
Brasil,,,76,,,,2020-11-30,49.0,210147125.0,6335878.0,21138.0,173120.0,287.0,5601804.0,560954.0,
Brasil,,,76,,,,2020-12-01,49.0,210147125.0,6386787.0,50909.0,173817.0,697.0,5656498.0,556472.0,
Brasil,,,76,,,,2020-12-02,49.0,210147125.0,6436650.0,49863.0,174515.0,698.0,5698353.0,563782.0,
Brasil,,,76,,,,2020-12-03,49.0,210147125.0,6487084.0,50434.0,175270.0,755.0,5725010.0,586804.0,
Brasil,,,76,,,,2020-12-04,49.0,210147125.0,6533968.0,46884.0,175964.0,694.0,5744369.0,613635.0,
Brasil,,,76,,,,2020-12-05,49.0,210147125.0,6577177.0,43209.0,176628.0,664.0,5761363.0,639186.0,
Brasil,,,76,,,,2020-12-06,50.0,210147125.0,6603540.0,26363.0,176941.0,313.0,5776182.0,650417.0,
Brasil,,,76,,,,2020-12-07,50.0,210147125.0,6623911.0,20371.0,177317.0,376.0,5801067.0,645527.0,
Brasil,,,76,,,,2020-12-08,50.0,210147125.0,6674999.0,51088.0,178159.0,842.0,5854709.0,642131.0,
Brasil,,,76,,,,2020-12-09,50.0,210147125.0,6728452.0,53453.0,178995.0,836.0,5901511.0,647946.0,
Brasil,,,76,,,,2020-12-10,50.0,210147125.0,6781799.0,53347.0,179765.0,770.0,5931777.0,670257.0,
Brasil,,,76,,,,2020-12-11,50.0,210147125.0,6836227.0,54428.0,180437.0,672.0,5954745.0,701045.0,
Brasil,,,76,,,,2020-12-12,50.0,210147125.0,6880127.0,43900.0,181123.0,686.0,5969706.0,729298.0,
Brasil,,,76,,,,2020-12-13,51.0,210147125.0,6901952.0,21825.0,181402.0,279.0,5982953.0,737597.0,
Brasil,,,76,,,,2020-12-14,51.0,210147125.0,6927145.0,25193.0,181835.0,433.0,6016085.0,729225.0,
Brasil,,,76,,,,2020-12-15,51.0,210147125.0,6970034.0,42889.0,182799.0,964.0,6067862.0,719373.0,
Brasil,,,76,,,,2020-12-16,51.0,210147125.0,7040608.0,70574.0,183735.0,936.0,6132683.0,724190.0,
Brasil,,,76,,,,2020-12-17,51.0,210147125.0,7110434.0,69826.0,184827.0,1092.0,6177702.0,747905.0,
Brasil,,,76,,,,2020-12-18,51.0,210147125.0,7162978.0,52544.0,185650.0,823.0,6198185.0,779143.0,
Brasil,,,76,,,,2020-12-19,51.0,210147125.0,7213155.0,50177.0,186356.0,706.0,6222764.0,804035.0,
Brasil,,,76,,,,2020-12-20,52.0,210147125.0,7238600.0,25445.0,186764.0,408.0,6245801.0,806035.0,
Brasil,,,76,,,,2020-12-21,52.0,210147125.0,7263619.0,25019.0,187291.0,527.0,6286980.0,789348.0,
Brasil,,,76,,,,2020-12-22,52.0,210147125.0,7318821.0,55202.0,188259.0,968.0,6354972.0,775590.0,
Brasil,,,76,,,,2020-12-23,52.0,210147125.0,7365517.0,46696.0,189220.0,961.0,6405356.0,770941.0,
Brasil,,,76,,,,2020-12-24,52.0,210147125.0,7425593.0,60076.0,190006.0,786.0,6448740.0,785223.0,
Brasil,,,76,,,,2020-12-24,52.0,210147125.0,7425593.0,0.0,190006.0,0.0,6449822.0,785765.0,
Brasil,,,76,,,,2020-12-25,52.0,210147125.0,7448560.0,22967.0,190488.0,482.0,6459335.0,798737.0,
Brasil,,,76,,,,2020-12-26,52.0,210147125.0,7465806.0,17246.0,190795.0,307.0,6475466.0,799545.0,
Brasil,,,76,,,,2020-12-27,53.0,210147125.0,7484285.0,18479.0,191139.0,344.0,6515370.0,777776.0,
Brasil,,,76,,,,2020-12-28,53.0,210147125.0,7504833.0,20548.0,191570.0,431.0,6568898.0,744365.0,
Brasil,,,76,,,,2020-12-29,53.0,210147125.0,7563551.0,58718.0,192681.0,1111.0,6647538.0,723332.0,
Brasil,,,76,,,,2020-12-30,53.0,210147125.0,7619200.0,55649.0,193875.0,1194.0,6707781.0,717544.0,
Brasil,,,76,,,,2020-12-31,53.0,210147125.0,7675973.0,56773.0,194949.0,1074.0,6747065.0,733959.0,
Brasil,,,76,,,,2021-01-01,53.0,210147125.0,7700578.0,24605.0,195411.0,462.0,6756284.0,748883.0,
Brasil,,,76,,,,2021-01-02,53.0,210147125.0,7716405.0,15827.0,195725.0,314.0,6769420.0,751260.0,
Brasil,,,76,,,,2021-01-03,1.0,210147125.0,7733746.0,17341.0,196018.0,293.0,6813008.0,724720.0,
Brasil,,,76,,,,2021-01-04,1.0,210147125.0,7753752.0,20006.0,196561.0,543.0,6875230.0,681961.0,
Brasil,,,76,,,,2021-01-05,1.0,210147125.0,7810400.0,56648.0,197732.0,1171.0,6963407.0,649261.0,
Brasil,,,76,,,,2021-01-06,1.0,210147125.0,7873830.0,63430.0,198974.0,1242.0,7036530.0,638326.0,
Brasil,,,76,,,,2021-01-07,1.0,210147125.0,7961673.0,87843.0,200498.0,1524.0,7096931.0,664244.0,
Brasil,,,76,,,,2021-01-08,1.0,210147125.0,8013708.0,52035.0,201460.0,962.0,7114474.0,697774.0,
Brasil,,,76,,,,2021-01-09,1.0,210147125.0,8075998.0,62290.0,202631.0,1171.0,7144011.0,729356.0,
Brasil,,,76,,,,2021-01-10,2.0,210147125.0,8105790.0,29792.0,203100.0,469.0,7167651.0,735039.0,
